# temperature_K system_id system_label bin_meV dens_1_per_meV cum
100 3 (TiO$_{2}$)$_{3}$ 4.6 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 4.699999999999999 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 4.799999999999999 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 4.899999999999999 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 4.999999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.099999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.1999999999999975 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.299999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.399999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.4999999999999964 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.599999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.699999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.799999999999995 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.899999999999995 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 5.999999999999995 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.099999999999994 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.199999999999994 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.299999999999994 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.399999999999993 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.499999999999993 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.5999999999999925 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.699999999999992 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.799999999999992 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.8999999999999915 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 6.999999999999991 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.099999999999991 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.19999999999999 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.29999999999999 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.39999999999999 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.499999999999989 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.599999999999989 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.699999999999989 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.799999999999988 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.899999999999988 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 7.999999999999988 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.099999999999987 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.199999999999987 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.299999999999986 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.399999999999986 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.499999999999986 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.599999999999985 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.699999999999985 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.799999999999985 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.899999999999984 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 8.999999999999984 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.099999999999984 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.199999999999983 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.299999999999983 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.399999999999983 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.499999999999982 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.599999999999982 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.699999999999982 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.799999999999981 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.89999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 9.99999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.09999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.19999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.29999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.399999999999979 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.499999999999979 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.599999999999978 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.699999999999978 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.799999999999978 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.899999999999977 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 10.999999999999977 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.099999999999977 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.199999999999976 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.299999999999976 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.399999999999975 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.499999999999975 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.599999999999975 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.699999999999974 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.799999999999974 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.899999999999974 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 11.999999999999973 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.099999999999973 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.199999999999973 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.299999999999972 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.399999999999972 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.499999999999972 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.599999999999971 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.69999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.79999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.89999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 12.99999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.09999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.199999999999969 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.299999999999969 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.399999999999968 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.499999999999968 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.599999999999968 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.699999999999967 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.799999999999967 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.899999999999967 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 13.999999999999966 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.099999999999966 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.199999999999966 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.299999999999965 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.399999999999965 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.499999999999964 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.599999999999964 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.699999999999964 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.799999999999963 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.899999999999963 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 14.999999999999963 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.099999999999962 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.199999999999962 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.299999999999962 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.399999999999961 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.499999999999961 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.59999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.69999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.79999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.89999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 15.99999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.09999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.19999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.29999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.399999999999963 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.499999999999964 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.599999999999966 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.699999999999967 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.79999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.89999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 16.99999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.099999999999973 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.199999999999974 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.299999999999976 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.399999999999977 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.49999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.59999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.69999999999998 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.799999999999983 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.899999999999984 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 17.999999999999986 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 18.099999999999987 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 18.19999999999999 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 18.29999999999999 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 18.39999999999999 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 18.499999999999993 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 18.599999999999994 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 18.699999999999996 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 18.799999999999997 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 18.9 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.0 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.1 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.200000000000003 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.300000000000004 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.400000000000006 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.500000000000007 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.60000000000001 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.70000000000001 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.80000000000001 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 19.900000000000013 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.000000000000014 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.100000000000016 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.200000000000017 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.30000000000002 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.40000000000002 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.50000000000002 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.600000000000023 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.700000000000024 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.800000000000026 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 20.900000000000027 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.00000000000003 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.10000000000003 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.20000000000003 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.300000000000033 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.400000000000034 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.500000000000036 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.600000000000037 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.70000000000004 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.80000000000004 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 21.90000000000004 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.000000000000043 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.100000000000044 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.200000000000045 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.300000000000047 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.40000000000005 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.50000000000005 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.60000000000005 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.700000000000053 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.800000000000054 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 22.900000000000055 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.000000000000057 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.10000000000006 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.20000000000006 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.30000000000006 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.400000000000063 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.500000000000064 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.600000000000065 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.700000000000067 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.800000000000068 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 23.90000000000007 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.00000000000007 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.100000000000072 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.200000000000074 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.300000000000075 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.400000000000077 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.500000000000078 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.60000000000008 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.70000000000008 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.800000000000082 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 24.900000000000084 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.000000000000085 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.100000000000087 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.200000000000088 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.30000000000009 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.40000000000009 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.500000000000092 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.600000000000094 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.700000000000095 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.800000000000097 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 25.900000000000098 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.0000000000001 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.1000000000001 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.200000000000102 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.300000000000104 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.400000000000105 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.500000000000107 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.600000000000108 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.70000000000011 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.80000000000011 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 26.900000000000112 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.000000000000114 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.100000000000115 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.200000000000117 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.300000000000118 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.40000000000012 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.50000000000012 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.600000000000122 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.700000000000124 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.800000000000125 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 27.900000000000126 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.000000000000128 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.10000000000013 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.20000000000013 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.300000000000132 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.400000000000134 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.500000000000135 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.600000000000136 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.700000000000138 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.80000000000014 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 28.90000000000014 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.000000000000142 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.100000000000144 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.200000000000145 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.300000000000146 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.400000000000148 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.50000000000015 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.60000000000015 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.700000000000152 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.800000000000153 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 29.900000000000155 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.000000000000156 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.100000000000158 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.20000000000016 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.30000000000016 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.400000000000162 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.500000000000163 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.600000000000165 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.700000000000166 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.800000000000168 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 30.90000000000017 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.00000000000017 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.100000000000172 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.200000000000173 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.300000000000175 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.400000000000176 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.500000000000178 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.60000000000018 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.70000000000018 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.800000000000182 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 31.900000000000183 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.000000000000185 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.100000000000186 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.20000000000019 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.30000000000019 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.40000000000019 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.50000000000019 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.60000000000019 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.700000000000195 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.800000000000196 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 32.9000000000002 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.0000000000002 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.1000000000002 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.2000000000002 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.3000000000002 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.400000000000205 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.500000000000206 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.60000000000021 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.70000000000021 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.80000000000021 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 33.90000000000021 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.00000000000021 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.100000000000215 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.200000000000216 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.30000000000022 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.40000000000022 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.50000000000022 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.60000000000022 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.70000000000022 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.800000000000225 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 34.900000000000226 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.00000000000023 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.10000000000023 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.20000000000023 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.30000000000023 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.40000000000023 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.500000000000234 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.600000000000236 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.70000000000024 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.80000000000024 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 35.90000000000024 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 36.00000000000024 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 36.10000000000024 0.0 0.9999999999998783
100 3 (TiO$_{2}$)$_{3}$ 36.200000000000244 0.0 0.9999999999998783
